
Breed_C,1047692001.0,78,2,375,12.8,24.0,2.8,0,10
Breed_C,1047692002.0,78,2,375,12.8,24.0,2.8,0,9
Breed_C,1047692003.0,78,2,375,12.8,24.0,2.8,0,9
Breed_C,1047692005.0,78,2,375,12.8,24.0,2.8,0,9
Breed_C,101268001.0,75,1,250,14.9,52.9,2.3,0,0
Breed_C,101268002.0,75,1,250,14.9,52.9,2.3,0,0
Breed_C,101268003.0,75,1,250,14.9,52.9,2.3,0,1
Breed_C,101268004.0,75,1,250,14.9,52.9,2.3,0,0
Breed_C,101268005.0,75,1,250,14.9,52.9,2.3,0,0
Breed_C,25239567002.0,76,2,375,9.0,42.9,2.3,0,10
Breed_C,25239567003.0,76,2,375,9.0,42.9,2.3,0,10
Breed_C,25239567005.0,76,2,375,9.0,42.9,2.3,0,10
Breed_C,1007646001.0,70,2,150,12.6,8.6,4.8,0,9
Breed_C,1007646003.0,70,2,150,12.6,8.6,4.8,0,9
Breed_C,1007646004.0,70,2,150,12.6,8.6,4.8,0,9
Breed_C,134172001.0,72,2,150,12.7,20.2,5.9,0,0
Breed_C,134172002.0,72,2,150,12.7,20.2,5.9,0,0
Breed_C,134172003.0,72,2,150,12.7,20.2,5.9,0,0
Breed_C,134172004.0,72,2,150,12.7,20.2,5.9,0,0
Breed_C,134172005.0,72,2,150,12.7,20.2,5.9,0,0
Breed_C,21211724001.0,78,3,150,7.6,32.5,4.3,0,0
Breed_C,21211724002.0,78,3,150,7.6,32.5,4.3,0,0
Breed_C,21211724003.0,78,3,150,7.6,32.5,4.3,0,0
Breed_C,21211724004.0,78,3,150,7.6,32.5,4.3,0,0
Breed_C,21211724005.0,78,3,150,7.6,32.5,4.3,0,0
Breed_C,131713001.0,57,3,250,34.6,17.6,7.5,0,9
Breed_C,131713003.0,57,3,250,34.6,17.6,7.5,0,10
Breed_C,138249002.0,42,4,375,22.6,19.8,4.5,0,9
Breed_C,138249004.0,42,4,375,22.6,19.8,4.5,0,10
Breed_C,132569001.0,85,3,250,21.7,43.2,5.3,0,9
Breed_C,132569003.0,85,3,250,21.7,43.2,5.3,0,9
Breed_C,132569004.0,85,3,250,21.7,43.2,5.3,0,10
Breed_C,101889001.0,63,3,250,35.0,9.4,8.4,0,10
Breed_C,101889002.0,63,3,250,35.0,9.4,8.4,0,9
Breed_C,101889003.0,63,3,250,35.0,9.4,8.4,0,9
Breed_C,135730002.0,47,2,525,37.4,13.8,3.7,0,9
Breed_C,135730003.0,47,2,525,37.4,13.8,3.7,0,10
Breed_C,135730004.0,47,2,525,37.4,13.8,3.7,0,10
Breed_C,25769913003.0,49,4,375,19.6,32.0,6.7,0,10
Breed_C,25769913004.0,49,4,375,19.6,32.0,6.7,0,10
Breed_C,1006957001.0,75,6,250,17.4,37.0,5.2,0,9
Breed_C,1006957002.0,75,6,250,17.4,37.0,5.2,0,10
Breed_C,1006957003.0,75,6,250,17.4,37.0,5.2,0,10
Breed_C,24862631003.0,47,2,525,29.5,24.8,6.3,0,9
Breed_C,23030692001.0,55,5,250,14.1,24.5,1.8,0,9
Breed_C,23030692003.0,55,5,250,14.1,24.5,1.8,0,9
Breed_C,25280178001.0,36,3,150,36.1,20.0,5.2,0,9
Breed_C,25280178003.0,36,3,150,36.1,20.0,5.2,0,10
Breed_C,23430223001.0,61,4,250,25.1,23.5,2.3,0,10
Breed_C,23430223002.0,61,4,250,25.1,23.5,2.3,0,9
Breed_C,23430223003.0,61,4,250,25.1,23.5,2.3,0,10
Breed_C,100006001.0,38,5,1000,6.0,49.6,3.4,0,0
Breed_C,100006002.0,38,5,1000,6.0,49.6,3.4,0,0
Breed_C,100006003.0,38,5,1000,6.0,49.6,3.4,0,0
Breed_C,100006004.0,38,5,1000,6.0,49.6,3.4,0,0
Breed_C,100010001.0,63,2,150,5.5,77.8,2.1,0,0
Breed_C,100010002.0,63,2,150,5.5,77.8,2.1,0,0
Breed_C,100010004.0,63,2,150,5.5,77.8,2.1,0,0
Breed_C,100012002.0,62,3,150,10.9,17.8,2.6,0,10
Breed_C,100012004.0,62,3,150,10.9,17.8,2.6,0,10
Breed_C,100026001.0,60,1,250,15.5,40.1,3.7,0,0
Breed_C,100026002.0,60,1,250,15.5,40.1,3.7,0,0
Breed_C,100026003.0,60,1,250,15.5,40.1,3.7,0,0
Breed_C,100026004.0,60,1,250,15.5,40.1,3.7,0,0
Breed_C,100039001.0,69,2,375,9.3,58.3,2.8,0,0
Breed_C,100039002.0,69,2,375,9.3,58.3,2.8,0,0
Breed_C,100039003.0,69,2,375,9.3,58.3,2.8,0,0
Breed_C,100039004.0,69,2,375,9.3,58.3,2.8,0,0
Breed_C,100055001.0,72,2,375,9.4,32.5,3.4,0,0
Breed_C,100055003.0,72,2,375,9.4,32.5,3.4,0,0
Breed_C,100055004.0,72,2,375,9.4,32.5,3.4,0,0
Breed_C,100056001.0,83,3,150,10.3,22.9,2.6,0,0
Breed_C,100056002.0,83,3,150,10.3,22.9,2.6,0,0
Breed_C,100056003.0,83,3,150,10.3,22.9,2.6,0,0
Breed_C,100056004.0,83,3,150,10.3,22.9,2.6,0,0
Breed_C,100063002.0,54,2,250,10.9,30.3,2.1,0,10
Breed_C,100063003.0,54,2,250,10.9,30.3,2.1,0,9
Breed_C,100066001.0,75,3,250,7.0,28.3,1.4,0,9
Breed_C,100066004.0,75,3,250,7.0,28.3,1.4,0,10
